,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
30229,30229,a2814,b940,christine and the queens,christine and the queens,Oct 16 2015,the color before the sun,coheed and cambria,Oct 16 2015
30232,30232,a2777,b940,the color before the sun,coheed and cambria,Oct 16 2015,the color before the sun,coheed and cambria,Oct 16 2015
30236,30236,a182,b940,the endless shimmering,and so i watch you from afar,Oct 20 2017,the color before the sun,coheed and cambria,Oct 16 2015
30237,30237,a2776,b941,fading frontier,deerhunter,Oct 16 2015,fading frontier,deerhunter,Oct 16 2015
30239,30239,a2784,b942,confident,demi lovato,Oct 16 2015,confident,demi lovato,Oct 16 2015
30242,30242,a2647,b943,the complete matrix tapes [box set],the velvet underground,Nov 20 2015,the documentary 2.5,the game,Oct 16 2015
30247,30247,a2981,b943,the night creeper,uncle acid and the deadbeats,Sep 4 2015,the documentary 2.5,the game,Oct 16 2015
30252,30252,a2814,b943,christine and the queens,christine and the queens,Oct 16 2015,the documentary 2.5,the game,Oct 16 2015
30256,30256,a2900,b943,evermore: the art of duality,the underachievers,Sep 25 2015,the documentary 2.5,the game,Oct 16 2015
30265,30265,a2971,b943,the southern surreal,the legendary shack shakers,Sep 11 2015,the documentary 2.5,the game,Oct 16 2015
30297,30297,a2834,b943,the documentary 2,the game,Oct 9 2015,the documentary 2.5,the game,Oct 16 2015
30298,30298,a2656,b943,matt berry & the maypoles live,matt berry & the maypoles,Nov 20 2015,the documentary 2.5,the game,Oct 16 2015
30299,30299,a609,b943,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,the documentary 2.5,the game,Oct 16 2015
30319,30319,a637,b943,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,the documentary 2.5,the game,Oct 16 2015
30321,30321,a2688,b943,"songs from the north i, ii & iii",swallow the sun,Nov 13 2015,the documentary 2.5,the game,Oct 16 2015
30331,30331,a149,b943,the  canyon,the used,Oct 27 2017,the documentary 2.5,the game,Oct 16 2015
30337,30337,a156,b943,the queen is dead [deluxe edition),the smiths,Oct 20 2017,the documentary 2.5,the game,Oct 16 2015
30350,30350,a185,b943,the wasted years [box set],the jazz butcher,Oct 20 2017,the documentary 2.5,the game,Oct 16 2015
30361,30361,a202,b943,queens of the breakers,the barr brothers,Oct 13 2017,the documentary 2.5,the game,Oct 16 2015
30368,30368,a213,b943,the wild,the rural alberta advantage,Oct 13 2017,the documentary 2.5,the game,Oct 16 2015
30381,30381,a227,b943,the weather station,the weather station,Oct 6 2017,the documentary 2.5,the game,Oct 16 2015
30445,30445,a2892,b943,meow the jewels,run the jewels,Sep 25 2015,the documentary 2.5,the game,Oct 16 2015
30451,30451,a2973,b943,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,the documentary 2.5,the game,Oct 16 2015
30455,30455,a2672,b943,songs in the dark,the wainwright sisters,Nov 13 2015,the documentary 2.5,the game,Oct 16 2015
30469,30469,a1398,b943,the olympians,the olympians,Oct 28 2016,the documentary 2.5,the game,Oct 16 2015
30471,30471,a1258,b943,africa express presents: the orchestra of syrian musicians [live],the orchestra of syrian musicians,Dec 16 2016,the documentary 2.5,the game,Oct 16 2015
30488,30488,a2964,b943,that's the spirit,bring me the horizon,Sep 11 2015,the documentary 2.5,the game,Oct 16 2015
30490,30490,a2799,b943,the documentary 2.5,the game,Oct 16 2015,the documentary 2.5,the game,Oct 16 2015
30491,30491,a2969,b943,gone by the dawn,shannon and the clams,Sep 11 2015,the documentary 2.5,the game,Oct 16 2015
30494,30494,a1436,b943,mapping the rendezvous,the courteeners,Oct 21 2016,the documentary 2.5,the game,Oct 16 2015
30498,30498,a1441,b943,the deaner album,the dean ween group,Oct 21 2016,the documentary 2.5,the game,Oct 16 2015
30549,30549,a2794,b944,"electronica, vol. 1: the time machine",jean michel jarre,Oct 16 2015,electronica 1: the time machine,jean michel jarre,Oct 16 2015
30558,30558,a2782,b947,vega intl. night school,neon indian,Oct 16 2015,vega intl. night school,neon indian,Oct 16 2015
30600,30600,a2765,b953,sounds good feels good,5 seconds of summer,Oct 23 2015,sounds good feels good,5 seconds of summer,Oct 23 2015
30613,30613,a2762,b954,storyteller,carrie underwood,Oct 23 2015,storyteller,carrie underwood,Oct 23 2015
30632,30632,a2770,b956,angels & ghosts,dave gahan & the soulsavers,Oct 23 2015,angels & ghosts,dave gahan & soulsavers,Oct 23 2015
30638,30638,a2759,b958,divers,joanna newsom,Oct 23 2015,divers,joanna newsom,Oct 23 2015
30641,30641,a2760,b961,central belters,mogwai,Oct 23 2015,central belters,mogwai,Oct 23 2015
30643,30643,a2769,b963,pray for rain,pure bathing culture,Oct 23 2015,pray for rain,pure bathing culture,Oct 23 2015
30645,30645,a2767,b964,another country,rod stewart,Oct 23 2015,another country,rod stewart,Oct 23 2015
30646,30646,a2771,b965,liberman,vanessa carlton,Oct 23 2015,liberman,vanessa carlton,Oct 23 2015
30684,30684,a2744,b967,amy [original motion picture soundtrack],amy winehouse,Oct 30 2015,amy,amy winehouse and antônio pinto,Oct 30 2015
30697,30697,a2747,b969,def leppard,def leppard,Oct 30 2015,def leppard,def leppard,Oct 30 2015
30698,30698,a2737,b970,it's great to be alive! [live],drive-by truckers,Oct 30 2015,it's great to be alive!,drive-by truckers,Oct 30 2015
30838,30838,a2598,b971,tell me i'm pretty,cage the elephant,Dec 18 2015,hate me,escape the fate,Oct 30 2015
31063,31063,a1418,b975,running out of love,the radio dept.,Oct 21 2016,wiped out!,the neighbourhood,Oct 30 2015
31130,31130,a2738,b975,wiped out!,the neighbourhood,Oct 30 2015,wiped out!,the neighbourhood,Oct 30 2015
31297,31297,a1463,b975,"cow / chill out, world!",the orb,Oct 14 2016,wiped out!,the neighbourhood,Oct 30 2015
31332,31332,a2716,b977,money shot,puscifer,Oct 30 2015,money shot,puscifer,Oct 30 2015
31340,31340,a2723,b979,so familiar,steve martin,Oct 30 2015,so familiar,steve martin & edie brickell,Oct 30 2015
31367,31367,a2714,b983,mr. misunderstood,eric church,Nov 3 2015,mr. misunderstood,eric church,Nov 3 2015
31465,31465,a2694,b986,perfectamundo,billy gibbons & the bfg's,Nov 6 2015,perfectamundo,billy gibbons and the bfg's,Nov 6 2015
31733,31733,a2705,b988,vulnicura strings,björk,Nov 6 2015,vulnicura strings,björk,Nov 6 2015
31736,31736,a2668,b989,heart blanche,cee lo green,Nov 13 2015,heart blanche,ceelo green,Nov 6 2015
31740,31740,a2700,b991,delirium,ellie goulding,Nov 6 2015,delirium,ellie goulding,Nov 6 2015
31745,31745,a2605,b993,art angels,grimes,Dec 11 2015,art angels,grimes,Nov 6 2015
31747,31747,a2698,b994,making time,jamie woon,Nov 6 2015,making time,jamie woon,Nov 6 2015
31763,31763,a2707,b996,one,kate boy,Nov 6 2015,one,kate boy,Nov 6 2015
31766,31766,a2697,b997,nothing,kode9,Nov 6 2015,nothing,kode9,Nov 6 2015
31772,31772,a2701,b1000,get weird,little mix,Nov 6 2015,get weird,little mix,Nov 6 2015
31788,31788,a2708,b1005,damn country music,tim mcgraw,Nov 6 2015,damn country music,tim mcgraw,Nov 6 2015
31792,31792,a2674,b1008,the miraculous,anna von hausswolff,Nov 13 2015,the miraculous,anna von hausswolff,Nov 13 2015
31810,31810,a2671,b1012,first comes the night,chris isaak,Nov 13 2015,first comes the night,chris isaak,Nov 13 2015
31819,31819,a2659,b1014,alone in the universe,jeff lynne's elo,Nov 13 2015,alone in the universe,jeff lynne's elo,Nov 13 2015
31854,31854,a2667,b1016,purpose,justin bieber,Nov 13 2015,purpose,justin bieber,Nov 13 2015
31856,31856,a2658,b1017,montage of heck: the home recordings,kurt cobain,Nov 13 2015,montage of heck: the home recordings,kurt cobain,Nov 13 2015
31858,31858,a2679,b1018,kylie christmas,kylie minogue,Nov 13 2015,kylie christmas,kylie minogue,Nov 13 2015
31862,31862,a2680,b1020,the incredible true story,logic,Nov 13 2015,the incredible true story,logic,Nov 13 2015
31865,31865,a2666,b1022,made in the a.m.,one direction,Nov 13 2015,made in the a.m.,one direction,Nov 13 2015
31867,31867,a2664,b1023,garden of delete,oneohtrix point never,Nov 13 2015,garden of delete,oneohtrix point never,Nov 13 2015
31871,31871,a2670,b1026,free tc,ty dolla $ign,Nov 13 2015,free tc,ty dolla $ign,Nov 13 2015
31874,31874,a2644,b1029,25,adele,Nov 20 2015,25,adele,Nov 20 2015
31875,31875,a2648,b1031,dark sky island,enya,Nov 20 2015,dark sky island,enya,Nov 20 2015
31876,31876,a2645,b1032,shadow of a doubt,freddie gibbs,Nov 20 2015,shadow of a doubt,freddie gibbs,Nov 20 2015
31880,31880,a2642,b1037,saint cecilia ep,foo fighters,Nov 23 2015,saint cecilia,foo fighters,Nov 23 2015
32247,32247,a74,b1041,ascending a mountain of heavy light,the body,Nov 17 2017,white light,the corrs,Nov 27 2015
32511,32511,a2632,b1042,skeletons,danzig,Nov 27 2015,skeletons,danzig,Nov 27 2015
32512,32512,a2625,b1043,but you cain't use my phone [mixtape],erykah badu,Nov 27 2015,but you caint use my phone,erykah badu,Nov 27 2015
32514,32514,a1167,b1044,the starless room,james johnston,Jan 27 2017,all the hits live,james reyne,Nov 27 2015
32518,32518,a111,b1044,the animal spirits,james holden & the animal spirits,Nov 3 2017,all the hits live,james reyne,Nov 27 2015
32529,32529,a2617,b1047,return of the tender lover,babyface,Dec 4 2015,return of the tender lover,babyface,Dec 4 2015
32531,32531,a2615,b1048,a head full of dreams,coldplay,Dec 4 2015,a head full of dreams,coldplay,Dec 4 2015
32534,32534,a2622,b1050,when it's dark out,g-eazy,Dec 4 2015,when it's dark out,g-eazy,Dec 4 2015
32537,32537,a1256,b1051,not the actual events [ep],nine inch nails,Dec 23 2016,every trick in the book,ice nine kills,Dec 4 2015
32538,32538,a2623,b1052,late nights: the album,jeremih,Dec 4 2015,late nights,jeremih,Dec 4 2015
32544,32544,a2599,b1053,speedin' bullet 2 heaven,kid cudi,Dec 18 2015,speedin' bullet 2 heaven,kid cudi,Dec 4 2015
32546,32546,a2620,b1055,black market,rick ross,Dec 4 2015,black market,rick ross,Dec 4 2015
32551,32551,a2624,b1058,blue neighbourhood,troye sivan,Dec 4 2015,blue neighbourhood,troye sivan,Dec 4 2015
32555,32555,a2607,b1063,the buffet,r. kelly,Dec 11 2015,the buffet,r. kelly,Dec 11 2015
32562,32562,a2603,b1065,hitnrun: phase two,prince,Dec 12 2015,hit n run phase two,prince,Dec 12 2015
32567,32567,a2972,b1065,hitnrun: phase one,prince,Sep 7 2015,hit n run phase two,prince,Dec 12 2015
32569,32569,a2596,b1067,purple,baroness,Dec 18 2015,purple,baroness,Dec 18 2015
32712,32712,a2598,b1069,tell me i'm pretty,cage the elephant,Dec 18 2015,tell me i'm pretty,cage the elephant,Dec 18 2015
32886,32886,a2600,b1070,royalty,chris brown,Dec 18 2015,royalty,chris brown,Dec 18 2015
32902,32902,a2595,b1075,king push - darkest before dawn: the prelude,pusha t,Dec 18 2015,king push – darkest before dawn: the prelude,pusha t,Dec 18 2015
32911,32911,a2594,b1078,in my feelings (goin' thru it),boosie badazz,Jan 1 2016,in my feelings (goin' thru it),boosie badazz,Jan 1 2016
32912,32912,a2504,b1078,out my feelings (in my past),boosie badazz,Feb 5 2016,in my feelings (goin' thru it),boosie badazz,Jan 1 2016
32913,32913,a2593,b1079,wildfire,rachel platten,Jan 1 2016,wildfire,rachel platten,Jan 1 2016
32916,32916,a2589,b1081,blackstar,david bowie,Jan 8 2016,blackstar,david bowie,Jan 8 2016
32926,32926,a2590,b1082,leave me alone,hinds,Jan 8 2016,leave me alone,hinds,Jan 8 2016
32929,32929,a2591,b1087,where have you been all my life?,villagers,Jan 8 2016,where have you been all my life?,villagers,Jan 8 2016
32930,32930,a2579,b1088,malibu,anderson paak,Jan 15 2016,malibu,anderson .paak,Jan 15 2016
32965,32965,a2583,b1091,pawn shop,brothers osborne,Jan 15 2016,pawn shop,brothers osborne,Jan 15 2016
33034,33034,a2322,b1092,up to anything,the goon sax,Mar 18 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016
33058,33058,a1679,b1092,nothing more to say,the frightnrs,Sep 2 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016
33077,33077,a2228,b1092,everything you've come to expect,the last shadow puppets,Apr 1 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016
33094,33094,a1230,b1092,i see you,the xx,Jan 13 2017,i long to see you,charles lloyd & the marvels,Jan 15 2016
33117,33117,a2587,b1092,i long to see you,charles lloyd,Jan 15 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016
33129,33129,a1793,b1092,"anyway you love, we know how you feel",the chris robinson brotherhood,Jul 29 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016
33189,33189,a2401,b1092,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016
33246,33246,a2283,b1092,one day you will ache like i ache,the body,Mar 25 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016
33279,33279,a2575,b1094,not to disappear,daughter,Jan 15 2016,not to disappear,daughter,Jan 15 2016
33310,33310,a2588,b1096,it's about time,"hank williams, jr.",Jan 15 2016,it's about time,"hank williams, jr.",Jan 15 2016
33323,33323,a2573,b1098,death of a bachelor,panic! at the disco,Jan 15 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33353,33353,a1418,b1098,running out of love,the radio dept.,Oct 21 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33355,33355,a2572,b1098,confessions of a romance novelist,the anchoress,Jan 15 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33382,33382,a1645,b1098,sea of noise,st. paul & the broken bones,Sep 9 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33388,33388,a1654,b1098,philosophy of the world [remastered],the shaggs,Sep 9 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33398,33398,a1659,b1098,signs of light,the head and the heart,Sep 9 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33403,33403,a2544,b1098,a coliseum complex museum,the besnard lakes,Jan 22 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33412,33412,a2330,b1098,prospect of skelmersdale,the magnetic north,Mar 18 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33413,33413,a2208,b1098,the peace & truce of future of the left,future of the left,Apr 8 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33419,33419,a2224,b1098,three men and a baby,mike & the melvins,Apr 1 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33433,33433,a1735,b1098,of monkees & men,the minus 5,Aug 19 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33444,33444,a1751,b1098,home of the strange,young the giant,Aug 12 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33495,33495,a1319,b1098,a very british synthesizer group: the anthology [deluxe edition],the human league,Nov 18 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33496,33496,a2344,b1098,of desire,the kvb,Mar 11 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33504,33504,a2355,b1098,a  season in hull,the wave pictures,Mar 4 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33509,33509,a2364,b1098,a man alive,thao & the get down stay down,Mar 4 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33519,33519,a331,b1098,choir of the mind,emily haines & the soft skeleton,Sep 15 2017,death of a bachelor,panic! at the disco,Jan 15 2016
33533,33533,a2401,b1098,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33546,33546,a1258,b1098,africa express presents: the orchestra of syrian musicians [live],the orchestra of syrian musicians,Dec 16 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33586,33586,a2377,b1098,the rarity of experience,chris forsyth & the solar motel band,Mar 4 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33590,33590,a1976,b1098,monolith of phobos,the claypool lennon delirium,Jun 3 2016,death of a bachelor,panic! at the disco,Jan 15 2016
33648,33648,a2208,b1100,the peace & truce of future of the left,future of the left,Apr 8 2016,the long way home,show of hands,Jan 15 2016
33657,33657,a1217,b1100,he's got the whole this land is your land in his hands,joan of arc,Jan 20 2017,the long way home,show of hands,Jan 15 2016
33670,33670,a1258,b1100,africa express presents: the orchestra of syrian musicians [live],the orchestra of syrian musicians,Dec 16 2016,the long way home,show of hands,Jan 15 2016
33673,33673,a2584,b1101,anarchytecture,skunk anansie,Jan 15 2016,anarchytecture,skunk anansie,Jan 15 2016
33685,33685,a2568,b1103,jesu/sun kil moon,jesu,Jan 22 2016,jesu/sun kil moon,jesu and sun kil moon,Jan 21 2016
33710,33710,a2559,b1104,something about april ii,adrian younge,Jan 22 2016,something about april ii,adrian younge,Jan 22 2016
33712,33712,a2542,b1105,each other,aidan knight,Jan 22 2016,each other,aidan knight,Jan 22 2016
33722,33722,a2573,b1106,death of a bachelor,panic! at the disco,Jan 15 2016,a coliseum complex museum,the besnard lakes,Jan 22 2016
33754,33754,a2572,b1106,confessions of a romance novelist,the anchoress,Jan 15 2016,a coliseum complex museum,the besnard lakes,Jan 22 2016
33817,33817,a2224,b1106,three men and a baby,mike & the melvins,Apr 1 2016,a coliseum complex museum,the besnard lakes,Jan 22 2016
33893,33893,a1319,b1106,a very british synthesizer group: the anthology [deluxe edition],the human league,Nov 18 2016,a coliseum complex museum,the besnard lakes,Jan 22 2016
33901,33901,a2355,b1106,a  season in hull,the wave pictures,Mar 4 2016,a coliseum complex museum,the besnard lakes,Jan 22 2016
33906,33906,a2364,b1106,a man alive,thao & the get down stay down,Mar 4 2016,a coliseum complex museum,the besnard lakes,Jan 22 2016
34009,34009,a2544,b1106,a coliseum complex museum,the besnard lakes,Jan 22 2016,a coliseum complex museum,the besnard lakes,Jan 22 2016
34021,34021,a2550,b1108,moth,chairlift,Jan 22 2016,moth,chairlift,Jan 22 2016
34024,34024,a2548,b1110,original machines,conrad keely,Jan 22 2016,original machines,conrad keely,Jan 22 2016
34025,34025,a2537,b1111,new view,eleanor friedberger,Jan 22 2016,new view,eleanor friedberger,Jan 22 2016
34027,34027,a2565,b1113,perfect,half japanese,Jan 22 2016,perfect,half japanese,Jan 22 2016
34048,34048,a2536,b1114,m:fans,john cale,Jan 22 2016,m:fans,john cale,Jan 22 2016
34074,34074,a2549,b1117,dystopia,megadeth,Jan 22 2016,dystopia,megadeth,Jan 22 2016
34162,34162,a1678,b1118,songs from the pale eclipse,the warlocks,Sep 2 2016,do nothing till you hear from me,the mute gods,Jan 22 2016
34163,34163,a1679,b1118,nothing more to say,the frightnrs,Sep 2 2016,do nothing till you hear from me,the mute gods,Jan 22 2016
34199,34199,a1230,b1118,i see you,the xx,Jan 13 2017,do nothing till you hear from me,the mute gods,Jan 22 2016
34229,34229,a1785,b1118,bury me in my boots,the cadillac three,Aug 5 2016,do nothing till you hear from me,the mute gods,Jan 22 2016
34233,34233,a1793,b1118,"anyway you love, we know how you feel",the chris robinson brotherhood,Jul 29 2016,do nothing till you hear from me,the mute gods,Jan 22 2016
34293,34293,a2401,b1118,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016,do nothing till you hear from me,the mute gods,Jan 22 2016
34350,34350,a2283,b1118,one day you will ache like i ache,the body,Mar 25 2016,do nothing till you hear from me,the mute gods,Jan 22 2016
34358,34358,a1670,b1118,everything is nothing,jah wobble's invaders of the heart,Sep 2 2016,do nothing till you hear from me,the mute gods,Jan 22 2016
34383,34383,a2578,b1119,curve of the earth,mystery jets,Jan 15 2016,curve of the earth,mystery jets,Jan 22 2016
34384,34384,a1879,b1119,the mystery lights,the mystery lights,Jun 24 2016,curve of the earth,mystery jets,Jan 22 2016
34385,34385,a2535,b1122,adore life,savages,Jan 22 2016,adore life,savages,Jan 22 2016
34386,34386,a2534,b1123,jet plane and oxbow,shearwater,Jan 22 2016,jet plane and oxbow,shearwater,Jan 22 2016
34397,34397,a2564,b1127,4 1/2,steven wilson,Jan 22 2016,4 ½,steven wilson,Jan 22 2016
34402,34402,a2538,b1128,night thoughts,suede,Jan 22 2016,night thoughts,suede,Jan 22 2016
34403,34403,a2541,b1130,the waiting room,tindersticks,Jan 22 2016,the waiting room,tindersticks,Jan 22 2016
34404,34404,a2540,b1131,the catastrophist,tortoise,Jan 22 2016,the catastrophist,tortoise,Jan 22 2016
34405,34405,a2556,b1132,skilled mechanics,tricky,Jan 22 2016,skilled mechanics,tricky,Jan 22 2016
34409,34409,a2539,b1133,emotional mugger,ty segall,Jan 22 2016,emotional mugger,ty segall,Jan 22 2016
34413,34413,a2547,b1134,atgclvlsscap,ulver,Jan 22 2016,atgclvlsscap,ulver,Jan 22 2016
34415,34415,a2532,b1135,anti,rihanna,Jan 28 2016,anti,rihanna,Jan 27 2016
34416,34416,a2533,b1136,ritual spirit [ep],massive attack,Jan 28 2016,ritual spirit,massive attack,Jan 28 2016
34419,34419,a2521,b1140,promise everything,basement,Jan 29 2016,promise everything,basement,Jan 29 2016
34439,34439,a2526,b1142,pillars of ash,black tusk,Jan 29 2016,pillars of ash,black tusk,Jan 29 2016
34451,34451,a2507,b1143,hymns,bloc party,Jan 29 2016,hymns,bloc party,Jan 29 2016
34452,34452,a2505,b1146,nine track mind,charlie puth,Jan 29 2016,nine track mind,charlie puth,Jan 29 2016
34459,34459,a2518,b1147,the astonishing,dream theater,Jan 29 2016,the astonishing,dream theater,Jan 29 2016
34462,34462,a2525,b1149,islah,kevin gates,Jan 29 2016,islah,kevin gates,Jan 29 2016
34473,34473,a2508,b1151,suicide songs,money,Jan 29 2016,suicide songs,money,Jan 29 2016
34476,34476,a2512,b1152,who sold my generation,night beats,Jan 29 2016,who sold my generation,night beats,Jan 29 2016
34481,34481,a2497,b1154,x: no absolutes,prong,Feb 5 2016,x (no absolutes),prong,Jan 29 2016
34482,34482,a2509,b1155,this is acting,sia,Jan 29 2016,this is acting,sia,Jan 29 2016
34489,34489,a2527,b1156,matter,st. lucia,Jan 29 2016,matter,st. lucia,Jan 29 2016
34498,34498,a2005,b1157,by default,band of skulls,May 27 2016,let me get by,tedeschi trucks band,Jan 29 2016
34499,34499,a2519,b1157,let me get by,tedeschi trucks band,Jan 29 2016,let me get by,tedeschi trucks band,Jan 29 2016
34501,34501,a2513,b1159,lost property,turin brakes,Jan 29 2016,lost property,turin brakes,Jan 29 2016
34502,34502,a2510,b1160,don't you,wet,Jan 29 2016,don't you,wet,Jan 29 2016
34765,34765,a2460,b1169,hidden city,the cult,Feb 12 2016,hidden city,the cult,Feb 5 2016
34818,34818,a1536,b1169,city club,the growlers,Sep 30 2016,hidden city,the cult,Feb 5 2016
34819,34819,a2477,b1170,is the is are,diiv,Feb 5 2016,is the is are,diiv,Feb 5 2016
34828,34828,a2479,b1171,wonderful crazy night,elton john,Feb 5 2016,wonderful crazy night,elton john,Feb 5 2016
34846,34846,a2500,b1172,opus,eric prydz,Feb 5 2016,opus,eric prydz,Feb 5 2016
34854,34854,a2478,b1173,commontime,field music,Feb 5 2016,commontime,field music,Feb 5 2016
34856,34856,a2489,b1175,all i need,foxes,Feb 5 2016,all i need,foxes,Feb 5 2016
34864,34864,a2485,b1176,big black coat,junior boys,Feb 5 2016,big black coat,junior boys,Feb 5 2016
34869,34869,a2501,b1178,begin,lion babe,Feb 5 2016,begin,lion babe,Feb 5 2016
34871,34871,a2475,b1179,the  ghosts of highway 20,lucinda williams,Feb 5 2016,the ghosts of highway 20,lucinda williams,Feb 5 2016
34879,34879,a2495,b1180,majid jordan,majid jordan,Feb 5 2016,majid jordan,majid jordan,Feb 5 2016
34880,34880,a2498,b1185,khalifa,wiz khalifa,Feb 5 2016,khalifa,wiz khalifa,Feb 5 2016
34881,34881,a2462,b1186,good advice,basia bulat,Feb 12 2016,good advice,basia bulat,Feb 12 2016
35191,35191,a2459,b1192,my wild west,lissie,Feb 12 2016,my wild west,lissie,Feb 12 2016
35192,35192,a2442,b1193,here be monsters,motorpsycho,Feb 19 2016,here be monsters,motorpsycho,Feb 12 2016
35193,35193,a2457,b1194,cardinal,pinegrove,Feb 12 2016,cardinal,pinegrove,Feb 12 2016
35199,35199,a2455,b1195,synesthetica,radiation city,Feb 12 2016,synesthetica,radiation city,Feb 12 2016
35203,35203,a2567,b1198,feed the fire,promise and the monster,Jan 22 2016,the suffers,the suffers,Feb 12 2016
35205,35205,a2569,b1198,above the prairie,the pines,Jan 22 2016,the suffers,the suffers,Feb 12 2016
35234,35234,a2238,b1198,the  follower,the field,Apr 1 2016,the suffers,the suffers,Feb 12 2016
35273,35273,a1880,b1198,life in the dark,the felice brothers,Jun 24 2016,the suffers,the suffers,Feb 12 2016
35274,35274,a1654,b1198,philosophy of the world [remastered],the shaggs,Sep 9 2016,the suffers,the suffers,Feb 12 2016
35278,35278,a1147,b1198,after the party,the menzingers,Feb 3 2017,the suffers,the suffers,Feb 12 2016
35280,35280,a1643,b1198,live at the hollywood bowl,the beatles,Sep 9 2016,the suffers,the suffers,Feb 12 2016
35287,35287,a1678,b1198,songs from the pale eclipse,the warlocks,Sep 2 2016,the suffers,the suffers,Feb 12 2016
35290,35290,a2196,b1198,hurt & the merciless,the heavy,Apr 8 2016,the suffers,the suffers,Feb 12 2016
35299,35299,a2208,b1198,the peace & truce of future of the left,future of the left,Apr 8 2016,the suffers,the suffers,Feb 12 2016
35330,35330,a1751,b1198,home of the strange,young the giant,Aug 12 2016,the suffers,the suffers,Feb 12 2016
35343,35343,a1254,b1198,run the jewels 3,run the jewels,Dec 25 2016,the suffers,the suffers,Feb 12 2016
35366,35366,a2236,b1198,the  wilderness,explosions in the sky,Apr 1 2016,the suffers,the suffers,Feb 12 2016
35379,35379,a1316,b1198,bamboo diner in the rain,the wave pictures,Nov 18 2016,the suffers,the suffers,Feb 12 2016
35380,35380,a2468,b1198,wynonna & the big noise,wynonna & the big noise,Feb 12 2016,the suffers,the suffers,Feb 12 2016
35381,35381,a1319,b1198,a very british synthesizer group: the anthology [deluxe edition],the human league,Nov 18 2016,the suffers,the suffers,Feb 12 2016
35403,35403,a1866,b1198,the soft bounce,beyond the wizards sleeve,Jul 1 2016,the suffers,the suffers,Feb 12 2016
35412,35412,a1879,b1198,the mystery lights,the mystery lights,Jun 24 2016,the suffers,the suffers,Feb 12 2016
35413,35413,a1368,b1198,until the hunter,hope sandoval & the warm inventions,Nov 4 2016,the suffers,the suffers,Feb 12 2016
35419,35419,a1937,b1198,fitz and the tantrums,fitz & the tantrums,Jun 10 2016,the suffers,the suffers,Feb 12 2016
35429,35429,a1398,b1198,the olympians,the olympians,Oct 28 2016,the suffers,the suffers,Feb 12 2016
35430,35430,a2008,b1198,the ride,catfish & the bottlemen,May 27 2016,the suffers,the suffers,Feb 12 2016
35431,35431,a1258,b1198,africa express presents: the orchestra of syrian musicians [live],the orchestra of syrian musicians,Dec 16 2016,the suffers,the suffers,Feb 12 2016
35439,35439,a1926,b1198,charlie faye & the fayettes,charlie faye & the fayettes,Jun 10 2016,the suffers,the suffers,Feb 12 2016
35441,35441,a1105,b1198,the courtneys ii,the courtneys,Feb 17 2017,the suffers,the suffers,Feb 12 2016
35454,35454,a1436,b1198,mapping the rendezvous,the courteeners,Oct 21 2016,the suffers,the suffers,Feb 12 2016
35458,35458,a1441,b1198,the deaner album,the dean ween group,Oct 21 2016,the suffers,the suffers,Feb 12 2016
35470,35470,a2377,b1198,the rarity of experience,chris forsyth & the solar motel band,Mar 4 2016,the suffers,the suffers,Feb 12 2016
35498,35498,a2546,b1198,here come the rattling trees,the high llamas,Jan 22 2016,the suffers,the suffers,Feb 12 2016
35511,35511,a2567,b1199,feed the fire,promise and the monster,Jan 22 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
